checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_length,installment_rate,personal_status,other_debtors,residence_history,property,age,installment_plan,housing,existing_credits,default,dependents,telephone,foreign_worker,job
unknown,9,repaid,radio_tv,2753,C,A,3,single_male,co-applicant,4,other,35,none,own,1,1,1,yes,yes,skilled_employee
A,12,repaid,car_new,3651,B,C,1,single_male,none,3,building_society_savings,31,none,own,1,1,2,none,yes,skilled_employee
A,15,critical,furniture,975,A,C,2,divorced_male,none,3,building_society_savings,25,none,own,2,1,1,none,yes,skilled_employee
C,15,repaid,repairs,2631,C,C,3,female,none,2,real_estate,25,none,own,1,1,1,none,yes,unskilled_resident
C,24,repaid,radio_tv,2896,C,B,2,single_male,none,1,other,29,none,own,1,1,1,none,yes,skilled_employee
A,6,critical,car_new,4716,unknown,B,1,single_male,none,3,real_estate,44,none,own,2,1,2,none,yes,unskilled_resident
unknown,24,repaid,radio_tv,2284,A,D,4,single_male,none,2,other,28,none,own,1,1,1,yes,yes,skilled_employee
unknown,6,repaid,car_used,1236,D,C,2,single_male,none,4,building_society_savings,50,none,rent,1,1,1,none,yes,skilled_employee
C,12,repaid,radio_tv,1103,A,D,4,single_male,guarantor,3,real_estate,29,none,own,2,1,1,none,no,skilled_employee
unknown,12,critical,car_new,926,A,unemployed,1,female,none,2,building_society_savings,38,none,own,1,1,1,none,yes,unemployed_non_resident
unknown,18,critical,radio_tv,1800,A,C,4,single_male,none,2,other,24,none,own,2,1,1,none,yes,skilled_employee
B,15,repaid,education,1905,A,A,4,single_male,none,4,other,40,none,rent,1,1,1,yes,yes,mangement_self_employed
unknown,12,repaid,furniture,1123,D,C,4,female,none,4,other,29,none,rent,1,2,1,none,yes,unskilled_resident
A,48,critical,car_used,6331,A,A,4,single_male,none,4,unknown_none,46,none,for_free,2,2,1,yes,yes,skilled_employee
B,24,repaid,radio_tv,1377,C,A,4,female,none,2,unknown_none,47,none,for_free,1,1,1,yes,yes,skilled_employee
C,30,delayed,business,2503,C,A,4,single_male,none,2,building_society_savings,41,stores,own,2,1,1,none,yes,skilled_employee
C,27,repaid,business,2528,A,B,4,female,none,1,building_society_savings,32,none,own,1,1,2,yes,yes,skilled_employee
unknown,15,repaid,car_new,5324,D,A,1,female,none,4,unknown_none,35,none,for_free,1,1,1,none,yes,skilled_employee
C,48,repaid,car_new,6560,C,D,3,single_male,none,2,building_society_savings,24,none,own,1,2,1,none,yes,skilled_employee
C,12,fully repaid,furniture,2969,A,B,4,female,none,3,building_society_savings,25,none,rent,2,2,1,none,yes,skilled_employee
C,9,repaid,radio_tv,1206,A,A,4,female,none,4,real_estate,25,none,own,1,1,1,none,yes,skilled_employee
C,9,repaid,radio_tv,2118,A,C,2,single_male,none,2,real_estate,37,none,own,1,1,2,none,yes,unskilled_resident
unknown,18,critical,radio_tv,629,D,A,4,single_male,none,3,building_society_savings,32,bank,own,2,1,1,yes,yes,mangement_self_employed
A,6,fully repaid this bank,education,1198,A,A,4,female,none,4,unknown_none,35,none,for_free,1,2,1,none,yes,skilled_employee
unknown,21,repaid,car_used,2476,unknown,A,4,single_male,none,4,real_estate,46,none,own,1,1,1,yes,yes,mangement_self_employed
A,9,critical,radio_tv,1138,A,C,4,single_male,none,4,real_estate,25,none,own,2,1,1,none,yes,unskilled_resident
C,60,repaid,car_new,14027,A,D,4,single_male,none,2,unknown_none,27,none,own,1,2,1,yes,yes,mangement_self_employed
unknown,30,critical,car_used,7596,unknown,A,1,single_male,none,4,other,63,none,own,2,1,1,none,yes,skilled_employee
unknown,30,critical,radio_tv,3077,unknown,A,3,single_male,none,2,other,40,none,own,2,1,2,yes,yes,skilled_employee
unknown,18,repaid,radio_tv,1505,A,C,4,single_male,none,2,unknown_none,32,none,for_free,1,1,1,yes,yes,mangement_self_employed
B,24,critical,radio_tv,3148,unknown,C,3,single_male,none,2,other,31,none,own,2,1,1,yes,yes,skilled_employee
C,20,fully repaid,car_used,6148,C,A,3,married_male,none,4,other,31,bank,own,2,1,1,yes,yes,skilled_employee
B,9,fully repaid,radio_tv,1337,A,B,4,single_male,none,2,other,34,none,own,2,2,1,yes,yes,mangement_self_employed
C,6,fully repaid this bank,education,433,B,B,4,female,none,2,building_society_savings,24,bank,rent,1,2,2,none,yes,skilled_employee
A,12,repaid,car_new,1228,A,C,4,female,none,2,real_estate,24,none,own,1,2,1,none,yes,unskilled_resident
C,9,repaid,radio_tv,790,D,C,4,female,none,3,real_estate,66,none,own,1,1,1,none,yes,unskilled_resident
unknown,27,repaid,car_new,2570,A,C,3,female,none,3,real_estate,21,none,rent,1,2,1,none,yes,skilled_employee
unknown,6,critical,car_new,250,B,C,2,female,none,2,real_estate,41,bank,own,2,1,1,none,yes,unskilled_resident
unknown,15,critical,radio_tv,1316,D,C,2,married_male,none,2,building_society_savings,47,none,own,2,1,1,none,yes,unskilled_resident
A,18,repaid,radio_tv,1882,A,C,4,female,none,4,other,25,bank,rent,2,2,1,none,yes,skilled_employee
C,48,fully repaid this bank,business,6416,A,A,4,female,none,3,unknown_none,59,none,rent,1,2,1,none,yes,skilled_employee
B,24,critical,business,1275,B,C,2,divorced_male,none,4,real_estate,36,none,own,2,1,1,yes,yes,skilled_employee
C,24,delayed,radio_tv,6403,A,B,1,single_male,none,2,other,33,none,own,1,1,1,none,yes,skilled_employee
A,24,repaid,radio_tv,1987,A,C,2,single_male,none,4,real_estate,21,none,rent,1,2,2,none,yes,unskilled_resident
C,8,repaid,radio_tv,760,A,D,4,female,guarantor,2,real_estate,44,none,own,1,1,1,none,yes,unskilled_resident
unknown,24,repaid,car_used,2603,B,C,2,female,none,4,other,28,none,rent,1,1,1,yes,yes,skilled_employee
unknown,4,critical,car_new,3380,A,D,1,female,none,1,real_estate,37,none,own,1,1,2,none,yes,skilled_employee
C,36,fully repaid this bank,domestic appliances,3990,unknown,B,3,female,none,2,unknown_none,29,bank,own,1,1,1,none,yes,unemployed_non_resident
C,24,repaid,car_used,11560,A,C,1,female,none,4,other,23,none,rent,2,2,1,none,yes,mangement_self_employed
A,18,repaid,car_new,4380,C,C,3,single_male,none,4,other,35,none,own,1,1,2,yes,yes,unskilled_resident
unknown,6,critical,car_new,6761,A,D,1,single_male,none,3,unknown_none,45,none,own,2,1,2,yes,yes,mangement_self_employed
C,30,fully repaid,business,4280,C,C,4,female,none,4,other,26,none,rent,2,2,1,none,yes,unskilled_resident
A,24,fully repaid this bank,car_new,2325,C,D,2,single_male,none,3,other,32,bank,own,1,1,1,none,yes,skilled_employee
C,10,fully repaid this bank,radio_tv,1048,A,C,4,single_male,none,4,real_estate,23,stores,own,1,1,1,none,yes,unskilled_resident
unknown,21,repaid,radio_tv,3160,unknown,A,4,single_male,none,3,building_society_savings,41,none,own,1,1,1,yes,yes,skilled_employee
A,24,fully repaid this bank,furniture,2483,D,C,4,single_male,none,4,real_estate,22,stores,own,1,1,1,yes,yes,skilled_employee
A,39,critical,furniture,14179,unknown,D,4,single_male,none,4,building_society_savings,30,none,own,2,1,1,yes,yes,mangement_self_employed
A,13,critical,business,1797,A,B,3,single_male,none,1,building_society_savings,28,bank,own,2,1,1,none,yes,unskilled_resident
A,15,repaid,car_new,2511,A,unemployed,1,female,none,4,other,23,none,rent,1,1,1,none,yes,skilled_employee
A,12,repaid,car_new,1274,A,B,3,female,none,1,real_estate,37,none,own,1,2,1,none,yes,unskilled_resident
unknown,21,repaid,car_used,5248,unknown,C,1,single_male,none,3,other,26,none,own,1,1,1,none,yes,skilled_employee
unknown,15,repaid,car_used,3029,A,D,2,single_male,none,2,other,33,none,own,1,1,1,none,yes,skilled_employee
A,6,repaid,furniture,428,A,A,2,female,none,1,building_society_savings,49,bank,own,1,1,1,yes,yes,skilled_employee
A,18,repaid,car_new,976,A,B,1,female,none,2,other,23,none,own,1,2,1,none,yes,unskilled_resident
C,12,repaid,business,841,C,D,2,female,none,4,real_estate,23,none,rent,1,1,1,none,yes,unskilled_resident
unknown,30,critical,radio_tv,5771,A,D,4,female,none,2,other,25,none,own,2,1,1,none,yes,skilled_employee
unknown,12,delayed,repairs,1555,B,A,4,single_male,none,4,unknown_none,55,none,for_free,2,2,2,none,yes,skilled_employee
A,24,repaid,car_new,1285,unknown,D,4,female,none,4,unknown_none,32,none,rent,1,2,1,none,yes,skilled_employee
B,6,critical,car_new,1299,A,C,1,single_male,none,1,real_estate,74,none,own,3,1,2,none,no,unemployed_non_resident
B,15,critical,radio_tv,1271,unknown,C,3,single_male,none,4,unknown_none,39,none,for_free,2,2,1,yes,yes,skilled_employee
unknown,24,repaid,car_new,1393,A,C,2,single_male,guarantor,2,real_estate,31,none,own,1,1,1,yes,yes,skilled_employee
A,12,critical,car_new,691,A,A,4,single_male,none,3,building_society_savings,35,none,own,2,2,1,none,yes,skilled_employee
unknown,15,critical,car_new,5045,unknown,A,1,female,none,4,other,59,none,own,1,1,1,yes,yes,skilled_employee
A,18,critical,furniture,2124,A,C,4,female,none,4,real_estate,24,none,rent,2,2,1,none,yes,skilled_employee
A,12,repaid,radio_tv,2214,A,C,4,single_male,none,3,building_society_savings,24,none,own,1,1,1,none,yes,unskilled_resident
unknown,21,critical,car_new,12680,unknown,A,4,single_male,none,4,unknown_none,30,none,for_free,1,2,1,yes,yes,mangement_self_employed
unknown,24,critical,car_new,2463,C,D,4,married_male,none,3,building_society_savings,27,none,own,2,1,1,yes,yes,skilled_employee
C,12,repaid,radio_tv,1155,A,A,3,married_male,guarantor,3,real_estate,40,bank,own,2,1,1,none,yes,unskilled_resident
A,30,repaid,furniture,3108,A,B,2,divorced_male,none,4,building_society_savings,31,none,own,1,2,1,none,yes,unskilled_resident
unknown,10,repaid,car_used,2901,unknown,B,1,female,none,4,real_estate,31,none,rent,1,1,1,none,yes,skilled_employee
C,12,critical,furniture,3617,A,A,1,single_male,none,4,other,28,none,rent,3,1,1,yes,yes,skilled_employee
unknown,12,critical,radio_tv,1655,A,A,2,single_male,none,4,real_estate,63,none,own,2,1,1,yes,yes,unskilled_resident
A,24,repaid,car_used,2812,unknown,A,2,female,none,4,real_estate,26,none,rent,1,1,1,none,yes,skilled_employee
A,36,critical,education,8065,A,C,3,female,none,2,unknown_none,25,none,own,2,2,1,yes,yes,mangement_self_employed
unknown,21,critical,car_used,3275,A,A,1,single_male,none,4,other,36,none,own,1,1,1,yes,yes,mangement_self_employed
unknown,24,critical,radio_tv,2223,C,A,4,single_male,none,4,building_society_savings,52,bank,own,2,1,1,none,yes,skilled_employee
B,12,critical,car_new,1480,D,unemployed,2,single_male,none,4,unknown_none,66,bank,for_free,3,1,1,none,yes,unemployed_non_resident
A,24,repaid,car_new,1371,unknown,C,4,female,none,4,real_estate,25,none,rent,1,2,1,none,yes,skilled_employee
unknown,36,critical,car_new,3535,A,D,4,single_male,none,4,other,37,none,own,2,1,1,yes,yes,skilled_employee
A,18,repaid,radio_tv,3509,A,D,4,female,guarantor,1,real_estate,25,none,own,1,1,1,none,yes,skilled_employee
unknown,36,critical,car_used,5711,B,A,4,single_male,none,2,other,38,none,own,2,1,1,yes,yes,mangement_self_employed
C,18,repaid,repairs,3872,A,unemployed,2,female,none,4,other,67,none,own,1,1,1,yes,yes,skilled_employee
C,39,critical,radio_tv,4933,A,D,2,single_male,guarantor,2,real_estate,25,none,own,2,2,1,none,yes,skilled_employee
unknown,24,critical,car_new,1940,B,A,4,single_male,none,4,real_estate,60,none,own,1,1,1,yes,yes,skilled_employee
C,12,fully repaid,retraining,1410,A,C,2,single_male,none,2,real_estate,31,none,own,1,1,1,yes,yes,unskilled_resident
C,12,repaid,car_new,836,C,B,4,female,none,2,building_society_savings,23,bank,own,1,2,1,none,yes,unskilled_resident
C,20,repaid,car_used,6468,unknown,unemployed,1,divorced_male,none,4,real_estate,60,none,own,1,1,1,yes,yes,mangement_self_employed
C,18,repaid,business,1941,B,C,4,single_male,none,2,building_society_savings,35,none,own,1,1,1,yes,yes,unskilled_resident
unknown,22,repaid,radio_tv,2675,D,A,3,single_male,none,4,other,40,none,own,1,1,1,none,yes,skilled_employee
unknown,48,critical,car_used,2751,unknown,A,4,single_male,none,3,other,38,none,own,2,1,2,yes,yes,skilled_employee
C,48,delayed,education,6224,A,A,4,single_male,none,4,unknown_none,50,none,for_free,1,2,1,none,yes,skilled_employee
A,40,critical,education,5998,A,C,4,single_male,none,3,unknown_none,27,bank,own,1,2,1,yes,yes,skilled_employee
C,21,repaid,business,1188,A,A,2,female,none,4,building_society_savings,39,none,own,1,2,2,none,yes,skilled_employee
unknown,24,repaid,car_used,6313,unknown,A,3,single_male,none,4,other,41,none,own,1,1,2,yes,yes,mangement_self_employed
unknown,6,critical,furniture,1221,unknown,C,1,married_male,none,2,building_society_savings,27,none,own,2,1,1,none,yes,skilled_employee
B,24,repaid,furniture,2892,A,A,3,divorced_male,none,4,unknown_none,51,none,for_free,1,1,1,none,yes,skilled_employee
unknown,24,repaid,furniture,3062,D,A,4,single_male,none,3,unknown_none,32,none,rent,1,1,1,yes,yes,skilled_employee
unknown,9,repaid,furniture,2301,C,B,2,female,none,4,building_society_savings,22,none,rent,1,1,1,none,yes,skilled_employee
A,18,repaid,car_used,7511,unknown,A,1,single_male,none,4,building_society_savings,51,none,for_free,1,2,2,yes,yes,skilled_employee
unknown,12,critical,furniture,1258,A,B,2,female,none,4,building_society_savings,22,none,rent,2,1,1,none,yes,unskilled_resident
unknown,24,delayed,car_new,717,unknown,A,4,married_male,none,4,other,54,none,own,2,1,1,yes,yes,skilled_employee
C,9,repaid,car_new,1549,unknown,B,4,single_male,none,2,real_estate,35,none,own,1,1,1,none,yes,unemployed_non_resident
unknown,24,critical,education,1597,A,A,4,single_male,none,4,unknown_none,54,none,for_free,2,1,2,none,yes,skilled_employee
C,18,critical,radio_tv,1795,A,A,3,female,guarantor,4,real_estate,48,bank,rent,2,1,1,yes,yes,unskilled_resident
A,20,critical,furniture,4272,A,A,1,female,none,4,building_society_savings,24,none,own,2,1,1,none,yes,skilled_employee
unknown,12,critical,radio_tv,976,unknown,A,4,single_male,none,4,other,35,none,own,2,1,1,none,yes,skilled_employee
C,12,repaid,car_new,7472,unknown,unemployed,1,female,none,2,real_estate,24,none,rent,1,1,1,none,yes,unemployed_non_resident
A,36,repaid,car_new,9271,A,D,2,single_male,none,1,other,24,none,own,1,2,1,yes,yes,skilled_employee
C,6,repaid,radio_tv,590,A,B,3,married_male,none,3,real_estate,26,none,own,1,1,1,none,no,unskilled_resident
unknown,12,critical,radio_tv,930,unknown,A,4,single_male,none,4,real_estate,65,none,own,4,1,1,none,yes,skilled_employee
C,42,fully repaid this bank,car_used,9283,A,unemployed,1,single_male,none,2,unknown_none,55,bank,for_free,1,1,1,yes,yes,mangement_self_employed
C,15,fully repaid,car_new,1778,A,B,2,female,none,1,real_estate,26,none,rent,2,2,1,none,yes,unemployed_non_resident
C,8,repaid,business,907,A,B,3,married_male,none,2,real_estate,26,none,own,1,1,1,yes,yes,skilled_employee
C,6,repaid,radio_tv,484,A,D,3,married_male,guarantor,3,real_estate,28,bank,own,1,1,1,none,yes,unskilled_resident
A,36,critical,car_used,9629,A,D,4,single_male,none,4,other,24,none,own,2,2,1,yes,yes,skilled_employee
A,48,repaid,domestic appliances,3051,A,C,3,single_male,none,4,other,54,none,own,1,2,1,none,yes,skilled_employee
A,48,repaid,car_new,3931,A,D,4,single_male,none,4,unknown_none,46,none,for_free,1,2,2,none,yes,skilled_employee
C,36,delayed,car_new,7432,A,C,2,female,none,2,building_society_savings,54,none,rent,1,1,1,none,yes,skilled_employee
unknown,6,repaid,domestic appliances,1338,D,C,1,divorced_male,none,4,real_estate,62,none,own,1,1,1,none,yes,skilled_employee
unknown,6,critical,radio_tv,1554,A,D,1,female,none,2,other,24,none,rent,2,1,1,yes,yes,skilled_employee
A,36,repaid,others,15857,A,unemployed,2,divorced_male,co-applicant,3,other,43,none,own,1,1,1,none,yes,mangement_self_employed
A,18,repaid,radio_tv,1345,A,C,4,married_male,none,3,real_estate,26,bank,own,1,2,1,none,yes,skilled_employee
unknown,12,repaid,car_new,1101,A,C,3,married_male,none,2,real_estate,27,none,own,2,1,1,yes,yes,skilled_employee
B,12,repaid,radio_tv,3016,A,C,3,married_male,none,1,other,24,none,own,1,1,1,none,yes,skilled_employee
A,36,repaid,furniture,2712,A,A,2,single_male,none,2,building_society_savings,41,bank,own,1,2,2,none,yes,skilled_employee
A,8,critical,car_new,731,A,A,4,single_male,none,4,real_estate,47,none,own,2,1,1,none,yes,unskilled_resident
unknown,18,critical,furniture,3780,A,B,3,divorced_male,none,2,other,35,none,own,2,1,1,yes,yes,mangement_self_employed
A,21,critical,car_new,1602,A,A,4,married_male,none,3,other,30,none,own,2,1,1,yes,yes,skilled_employee
A,18,critical,car_new,3966,A,A,1,female,none,4,real_estate,33,bank,rent,3,2,1,yes,yes,skilled_employee
unknown,18,fully repaid,business,4165,A,C,2,single_male,none,2,other,36,stores,own,2,2,2,none,yes,skilled_employee
A,36,repaid,car_used,8335,unknown,A,3,single_male,none,4,unknown_none,47,none,for_free,1,2,1,none,yes,skilled_employee
C,48,delayed,business,6681,unknown,C,4,single_male,none,4,unknown_none,38,none,for_free,1,1,2,yes,yes,skilled_employee
unknown,24,delayed,business,2375,D,C,4,single_male,none,2,other,44,none,own,2,1,2,yes,yes,skilled_employee
A,18,repaid,car_new,1216,A,B,4,female,none,3,other,23,none,rent,1,2,1,yes,yes,skilled_employee
A,45,fully repaid,business,11816,A,A,2,single_male,none,4,other,29,none,rent,2,2,1,none,yes,skilled_employee
C,24,repaid,radio_tv,5084,unknown,A,2,female,none,4,other,42,none,own,1,1,1,yes,yes,skilled_employee
B,15,repaid,radio_tv,2327,A,B,2,female,none,3,real_estate,25,none,own,1,2,1,none,yes,unskilled_resident
A,12,fully repaid,car_new,1082,A,C,4,single_male,none,4,other,48,bank,own,2,2,1,none,yes,skilled_employee
unknown,12,repaid,radio_tv,886,unknown,C,4,female,none,2,other,21,none,own,1,1,1,none,yes,skilled_employee
unknown,4,repaid,furniture,601,A,B,1,female,none,3,real_estate,23,none,rent,1,1,2,none,yes,unskilled_resident
A,24,critical,car_used,2957,A,A,4,single_male,none,4,building_society_savings,63,none,own,2,1,1,yes,yes,skilled_employee
unknown,24,critical,radio_tv,2611,A,A,4,married_male,co-applicant,3,real_estate,46,none,own,2,1,1,none,yes,skilled_employee
A,36,repaid,furniture,5179,A,D,4,single_male,none,2,building_society_savings,29,none,own,1,2,1,none,yes,skilled_employee
unknown,21,delayed,car_used,2993,A,C,3,single_male,none,2,real_estate,28,stores,own,2,1,1,none,yes,unskilled_resident
unknown,18,repaid,repairs,1943,A,B,4,female,none,4,real_estate,23,none,own,1,2,1,none,yes,skilled_employee
unknown,24,fully repaid this bank,business,1559,A,D,4,single_male,none,4,other,50,bank,own,1,1,1,yes,yes,skilled_employee
unknown,18,repaid,furniture,3422,A,A,4,single_male,none,4,building_society_savings,47,bank,own,3,1,2,yes,yes,skilled_employee
C,21,repaid,furniture,3976,unknown,D,2,single_male,none,3,other,35,none,own,1,1,1,yes,yes,skilled_employee
unknown,18,repaid,car_new,6761,unknown,C,2,single_male,none,4,other,68,none,rent,2,2,1,none,yes,skilled_employee
unknown,24,repaid,car_new,1249,A,B,4,married_male,none,2,real_estate,28,none,own,1,1,1,none,yes,skilled_employee
A,9,repaid,radio_tv,1364,A,D,3,single_male,none,4,real_estate,59,none,own,1,1,1,none,yes,skilled_employee
A,12,repaid,radio_tv,709,A,A,4,single_male,none,4,real_estate,57,stores,own,1,2,1,none,yes,unskilled_resident
A,20,critical,car_new,2235,A,C,4,married_male,guarantor,2,building_society_savings,33,bank,rent,2,2,1,none,no,skilled_employee
unknown,24,critical,car_used,4042,unknown,D,3,single_male,none,4,building_society_savings,43,none,own,2,1,1,yes,yes,skilled_employee
unknown,15,critical,radio_tv,1471,A,C,4,single_male,none,4,unknown_none,35,none,for_free,2,1,1,yes,yes,skilled_employee
A,18,fully repaid this bank,car_new,1442,A,D,4,single_male,none,4,unknown_none,32,none,for_free,2,2,2,none,yes,unskilled_resident
unknown,36,delayed,car_new,10875,A,A,2,single_male,none,2,other,45,none,own,2,1,2,yes,yes,skilled_employee
unknown,24,repaid,car_new,1474,C,B,4,married_male,none,3,real_estate,33,none,own,1,1,1,yes,yes,skilled_employee
unknown,10,repaid,retraining,894,unknown,D,4,female,none,3,building_society_savings,40,none,own,1,1,1,yes,yes,skilled_employee
unknown,15,critical,furniture,3343,A,C,4,single_male,none,2,unknown_none,28,none,for_free,1,1,1,yes,yes,skilled_employee
A,15,repaid,car_new,3959,A,C,3,female,none,2,building_society_savings,29,none,own,1,2,1,yes,yes,skilled_employee
unknown,9,repaid,car_new,3577,C,C,1,single_male,guarantor,2,real_estate,26,none,rent,1,1,2,none,no,skilled_employee
unknown,24,critical,car_used,5804,B,C,4,single_male,none,2,real_estate,27,none,own,2,1,1,none,yes,skilled_employee
unknown,18,delayed,business,2169,A,C,4,married_male,none,2,other,28,none,own,1,2,1,yes,yes,skilled_employee
A,24,repaid,radio_tv,2439,A,B,4,female,none,4,real_estate,35,none,own,1,2,1,yes,yes,skilled_employee
unknown,27,critical,furniture,4526,B,B,4,single_male,none,2,real_estate,32,stores,own,2,1,2,yes,yes,unskilled_resident
unknown,10,repaid,furniture,2210,A,C,2,single_male,none,2,real_estate,25,bank,rent,1,2,1,none,yes,unskilled_resident
unknown,15,repaid,furniture,2221,D,C,2,female,none,4,other,20,none,rent,1,1,1,none,yes,skilled_employee
A,18,repaid,radio_tv,2389,A,B,4,female,none,1,other,27,stores,own,1,1,1,none,yes,skilled_employee
unknown,12,critical,furniture,3331,A,A,2,single_male,none,4,building_society_savings,42,stores,own,1,1,1,none,yes,skilled_employee
unknown,36,repaid,business,7409,unknown,A,3,single_male,none,2,building_society_savings,37,none,own,2,1,1,none,yes,skilled_employee
A,12,repaid,furniture,652,A,A,4,female,none,4,building_society_savings,24,none,rent,1,1,1,none,yes,skilled_employee
unknown,36,delayed,furniture,7678,D,D,2,female,none,4,other,40,none,own,2,1,1,yes,yes,skilled_employee
B,6,critical,car_new,1343,A,A,1,single_male,none,4,real_estate,46,none,own,2,1,2,none,no,skilled_employee
A,24,critical,business,1382,C,D,4,single_male,none,1,real_estate,26,none,own,2,1,1,yes,yes,skilled_employee
unknown,15,repaid,domestic appliances,874,unknown,B,4,female,none,1,real_estate,24,none,own,1,1,1,none,yes,skilled_employee
A,12,repaid,furniture,3590,A,C,2,single_male,co-applicant,2,building_society_savings,29,none,own,1,1,2,none,yes,unskilled_resident
C,11,critical,car_new,1322,B,C,4,female,none,4,other,40,none,own,2,1,1,none,yes,skilled_employee
A,18,fully repaid this bank,radio_tv,1940,A,B,3,single_male,co-applicant,4,unknown_none,36,bank,for_free,1,1,1,yes,yes,mangement_self_employed
unknown,36,repaid,radio_tv,3595,A,A,4,single_male,none,2,other,28,none,own,1,1,1,none,yes,skilled_employee
A,9,repaid,car_new,1422,A,B,3,single_male,none,2,unknown_none,27,none,for_free,1,2,1,yes,yes,mangement_self_employed
unknown,30,critical,radio_tv,6742,unknown,D,2,single_male,none,3,building_society_savings,36,none,own,2,1,1,none,yes,skilled_employee
unknown,24,repaid,car_used,7814,A,D,3,single_male,none,3,other,38,none,own,1,1,1,yes,yes,mangement_self_employed
unknown,24,repaid,car_used,9277,unknown,C,2,divorced_male,none,4,unknown_none,48,none,for_free,1,1,1,yes,yes,skilled_employee
C,30,critical,car_new,2181,unknown,A,4,single_male,none,4,real_estate,36,none,own,2,1,1,none,yes,skilled_employee
unknown,18,critical,radio_tv,1098,A,unemployed,4,female,none,4,other,65,none,own,2,1,1,none,yes,unemployed_non_resident
C,24,repaid,furniture,4057,A,D,3,divorced_male,none,3,other,43,none,own,1,2,1,yes,yes,skilled_employee
A,12,repaid,education,795,A,B,4,female,none,4,building_society_savings,53,none,own,1,2,1,none,yes,skilled_employee
C,24,critical,business,2825,unknown,D,4,single_male,none,3,unknown_none,34,none,own,2,1,2,yes,yes,skilled_employee
C,48,repaid,business,15672,A,C,2,single_male,none,2,other,23,none,own,1,2,1,yes,yes,skilled_employee
unknown,36,critical,car_new,6614,A,A,4,single_male,none,4,other,34,none,own,2,1,1,yes,yes,mangement_self_employed
unknown,28,fully repaid this bank,car_used,7824,unknown,B,3,single_male,guarantor,4,real_estate,40,bank,rent,2,1,2,yes,yes,skilled_employee
A,27,critical,business,2442,A,A,4,single_male,none,4,other,43,stores,own,4,1,2,yes,yes,mangement_self_employed
unknown,15,critical,radio_tv,1829,A,A,4,single_male,none,4,other,46,none,own,2,1,1,yes,yes,skilled_employee
A,12,critical,car_new,2171,A,C,4,single_male,none,4,building_society_savings,38,bank,own,2,1,1,none,no,unskilled_resident
C,36,critical,car_used,5800,A,C,3,single_male,none,4,other,34,none,own,2,1,1,yes,yes,skilled_employee
unknown,18,critical,radio_tv,1169,unknown,C,4,single_male,none,3,building_society_savings,29,none,own,2,1,1,yes,yes,skilled_employee
unknown,36,delayed,car_used,8947,unknown,D,3,single_male,none,2,other,31,stores,own,1,1,2,yes,yes,mangement_self_employed
A,21,repaid,radio_tv,2606,A,B,4,female,none,4,building_society_savings,28,none,rent,1,1,1,yes,yes,mangement_self_employed
unknown,12,critical,furniture,1592,B,D,3,female,none,2,building_society_savings,35,none,own,1,1,1,none,no,skilled_employee
unknown,15,repaid,furniture,2186,unknown,D,1,female,none,4,real_estate,33,bank,rent,1,1,1,none,yes,unskilled_resident
A,18,repaid,furniture,4153,A,C,2,single_male,co-applicant,3,other,42,none,own,1,2,1,none,yes,skilled_employee
A,16,critical,car_new,2625,A,A,2,single_male,guarantor,4,building_society_savings,43,bank,rent,1,2,1,yes,yes,skilled_employee
unknown,20,critical,car_new,3485,unknown,B,2,divorced_male,none,4,real_estate,44,none,own,2,1,1,yes,yes,skilled_employee
unknown,36,critical,car_used,10477,unknown,A,2,single_male,none,4,unknown_none,42,none,for_free,2,1,1,none,yes,skilled_employee
unknown,15,repaid,radio_tv,1386,unknown,C,4,married_male,none,2,real_estate,40,none,rent,1,1,1,yes,yes,skilled_employee
unknown,24,repaid,radio_tv,1278,A,A,4,single_male,none,1,real_estate,36,none,own,1,1,1,yes,yes,mangement_self_employed
A,12,repaid,radio_tv,1107,A,C,2,single_male,none,2,real_estate,20,none,rent,1,1,2,yes,yes,mangement_self_employed
A,21,repaid,car_new,3763,unknown,D,2,single_male,co-applicant,2,real_estate,24,none,own,1,1,1,none,no,unskilled_resident
C,36,repaid,education,3711,unknown,C,2,married_male,none,2,other,27,none,own,1,1,1,none,yes,skilled_employee
unknown,15,delayed,car_used,3594,A,B,1,female,none,2,building_society_savings,46,none,own,2,1,1,none,yes,unskilled_resident
C,9,repaid,car_new,3195,unknown,C,1,female,none,2,real_estate,33,none,own,1,1,1,none,yes,unskilled_resident
unknown,36,delayed,radio_tv,4454,A,C,4,female,none,4,real_estate,34,none,own,2,1,1,none,yes,skilled_employee
C,24,critical,furniture,4736,A,B,2,female,none,4,other,25,bank,own,1,2,1,none,yes,unskilled_resident
C,30,repaid,radio_tv,2991,unknown,A,2,female,none,4,other,25,none,own,1,1,1,none,yes,skilled_employee
unknown,11,repaid,business,2142,B,A,1,divorced_male,none,2,real_estate,28,none,own,1,1,1,yes,yes,skilled_employee
A,24,fully repaid this bank,business,3161,A,C,4,single_male,none,2,building_society_savings,31,none,rent,1,2,1,yes,yes,skilled_employee
C,48,fully repaid,others,18424,A,C,1,female,none,2,building_society_savings,32,bank,own,1,2,1,yes,no,mangement_self_employed
unknown,10,repaid,car_used,2848,C,C,1,single_male,co-applicant,2,real_estate,32,none,own,1,1,2,none,yes,skilled_employee
