"SK_ID_CURR","TARGET","NAME_CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_REALTY","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","NAME_TYPE_SUITE","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","REGION_POPULATION_RELATIVE","DAYS_BIRTH","DAYS_EMPLOYED","DAYS_REGISTRATION","DAYS_ID_PUBLISH","OWN_CAR_AGE","FLAG_MOBIL","FLAG_EMP_PHONE","FLAG_WORK_PHONE","FLAG_CONT_MOBILE","FLAG_PHONE","FLAG_EMAIL","OCCUPATION_TYPE","CNT_FAM_MEMBERS","REGION_RATING_CLIENT","REGION_RATING_CLIENT_W_CITY","WEEKDAY_APPR_PROCESS_START","HOUR_APPR_PROCESS_START","REG_REGION_NOT_LIVE_REGION","REG_REGION_NOT_WORK_REGION","LIVE_REGION_NOT_WORK_REGION","REG_CITY_NOT_LIVE_CITY","REG_CITY_NOT_WORK_CITY","LIVE_CITY_NOT_WORK_CITY","ORGANIZATION_TYPE","OBS_30_CNT_SOCIAL_CIRCLE","DEF_30_CNT_SOCIAL_CIRCLE","OBS_60_CNT_SOCIAL_CIRCLE","DEF_60_CNT_SOCIAL_CIRCLE","DAYS_LAST_PHONE_CHANGE"
357696,0,"Cash loans","M","N",0,135000,675000,53460,675000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.022625,-13988,-2946,-3017,-1912,11,1,1,1,1,0,0,"Managers",2,2,2,"TUESDAY",16,0,0,0,0,0,0,"Self-employed",6,0,6,0,-1896
357758,0,"Cash loans","F","Y",0,112500,130365,8460,99000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.010966,-19503,-2206,-1575,-2991,8,1,1,0,1,0,0,"Security staff",1,2,2,"THURSDAY",12,0,0,0,0,0,0,"Business Entity Type 3",2,1,2,1,-549
357771,0,"Cash loans","M","Y",0,135000,143910,17077.5,135000,"Unaccompanied","Working","Higher education","Civil marriage","House / apartment",0.005002,-16610,-685,-8253,-161,18,1,1,1,1,0,0,"Drivers",2,3,3,"THURSDAY",16,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-421
357781,0,"Cash loans","F","N",0,405000,2044048.5,54049.5,1827000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.032561,-21574,-2268,-3484,-4976,4,1,1,0,1,0,0,"Accountants",2,1,1,"TUESDAY",20,0,0,0,0,0,0,"Business Entity Type 1",0,0,0,0,-948
357827,0,"Cash loans","M","Y",2,225000,605439,32971.5,481500,"Unaccompanied","State servant","Higher education","Married","House / apartment",0.02461,-13092,-1029,-905,-765,7,1,1,0,1,0,0,"High skill tech staff",4,2,2,"FRIDAY",12,0,0,0,0,0,0,"Military",0,0,0,0,-599
357856,0,"Cash loans","M","Y",1,270000,243000,15660,243000,"Family","Working","Secondary / secondary special","Married","House / apartment",0.015221,-14130,-4928,-6807,-4757,9,1,1,0,1,0,0,"Drivers",3,2,2,"SATURDAY",10,0,0,0,0,0,0,"Trade: type 3",1,0,1,0,-2674
357904,0,"Cash loans","F","Y",0,382500,710640,84465,675000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.025164,-14077,-743,-7097,-3562,2,1,1,0,1,0,0,"Accountants",2,2,2,"TUESDAY",11,0,0,0,0,0,0,"Business Entity Type 3",2,1,2,0,-621
357933,0,"Cash loans","F","N",1,157500,663093,19516.5,553500,"Unaccompanied","Working","Lower secondary","Married","House / apartment",0.008019,-13580,-1318,-108,-3667,2,1,1,0,1,1,0,"Laborers",3,2,2,"THURSDAY",17,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-2392
357950,1,"Cash loans","M","Y",0,225000,1762110,48456,1575000,"Family","Working","Higher education","Married","House / apartment",0.006852,-9330,-1426,-889,-1912,9,1,1,0,1,0,0,"Sales staff",2,3,3,"THURSDAY",9,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,0
358025,0,"Revolving loans","F","Y",0,140400,180000,9000,180000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.008625,-16782,-3480,-9325,-294,12,1,1,0,1,0,0,"High skill tech staff",1,2,2,"WEDNESDAY",15,0,0,0,0,0,0,"Military",0,0,0,0,-1851
358046,0,"Revolving loans","M","Y",0,157500,270000,13500,270000,"Unaccompanied","Working","Higher education","Single / not married","House / apartment",0.009657,-9951,-262,-3990,-2605,6,1,1,0,1,1,0,"High skill tech staff",1,2,2,"SATURDAY",16,0,0,0,0,0,0,"Construction",0,0,0,0,-916
358068,0,"Cash loans","M","Y",1,112500,354276,28120.5,292500,"Unaccompanied","Working","Higher education","Married","House / apartment",0.010643,-12658,-261,-203,-4226,3,1,1,0,1,0,0,"Managers",3,2,2,"MONDAY",16,0,0,0,1,0,1,"Industry: type 7",3,1,3,0,-356
358192,0,"Cash loans","M","Y",0,225000,634360.5,45895.5,567000,"Unaccompanied","Working","Secondary / secondary special","Civil marriage","House / apartment",0.032561,-19880,-1969,-2077,-3377,6,1,1,0,1,0,0,"Drivers",2,1,1,"MONDAY",12,0,0,0,0,0,0,"Medicine",0,0,0,0,-350
358307,0,"Cash loans","M","Y",0,135000,143910,17077.5,135000,"Unaccompanied","Working","Higher education","Single / not married","With parents",0.00496,-9324,-1878,-3450,-2002,9,1,1,0,1,0,0,"Sales staff",1,2,2,"FRIDAY",18,0,0,0,0,0,0,"Self-employed",0,0,0,0,-726
358313,0,"Revolving loans","M","Y",0,135000,225000,11250,675000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.031329,-10736,-1531,-10105,-3220,19,1,1,1,1,1,0,"Laborers",1,2,2,"FRIDAY",10,0,0,0,1,1,0,"Business Entity Type 3",0,0,0,0,-1146
358363,0,"Cash loans","M","Y",2,162000,526491,29398.5,454500,"Unaccompanied","Working","Higher education","Married","House / apartment",0.0105,-14444,-6283,-6342,-4358,16,1,1,0,1,1,0,"Laborers",4,3,3,"FRIDAY",12,0,0,0,0,1,1,"Agriculture",0,0,0,0,-768
358396,0,"Cash loans","F","N",0,112500,403249.5,12789,283500,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.025164,-17043,-2309,-659,-583,10,1,1,0,1,0,0,"Laborers",1,2,2,"SATURDAY",9,0,0,0,0,0,0,"Industry: type 7",5,1,5,1,-1580
358410,0,"Cash loans","M","Y",0,360000,1255680,41499,1125000,"Unaccompanied","Working","Higher education","Separated","House / apartment",0.04622,-19723,-5868,-12357,-1225,7,1,1,1,1,1,0,"Laborers",1,1,1,"THURSDAY",9,0,0,0,0,1,1,"Business Entity Type 3",0,0,0,0,-3310
358411,0,"Revolving loans","M","Y",0,315000,270000,13500,270000,"Unaccompanied","Commercial associate","Higher education","Single / not married","House / apartment",0.072508,-8193,-1231,-1175,-873,8,1,1,0,1,0,0,"Sales staff",1,1,1,"SUNDAY",19,0,0,0,0,0,0,"Business Entity Type 3",1,0,1,0,-472
358552,0,"Revolving loans","F","Y",1,270000,270000,13500,270000,"Unaccompanied","Working","Higher education","Separated","House / apartment",0.016612,-10961,-1908,-1634,-3643,0,1,1,0,1,1,0,"Managers",2,2,2,"SATURDAY",13,0,0,0,0,0,0,"Business Entity Type 3",1,1,1,0,-462
358562,0,"Cash loans","F","Y",0,360000,942300,27679.5,675000,"Unaccompanied","Commercial associate","Higher education","Civil marriage","House / apartment",0.01885,-19506,-2542,-5159,-3050,3,1,1,0,1,0,0,"Accountants",2,2,2,"WEDNESDAY",13,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-1609
358637,0,"Cash loans","F","N",0,135000,677664,22527,585000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.025164,-20786,-1258,-6326,-4289,8,1,1,0,1,0,0,"Cooking staff",2,2,2,"MONDAY",11,0,0,0,0,0,0,"Government",1,1,1,1,-751
358665,0,"Cash loans","F","Y",0,112500,1350000,39604.5,1350000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.020713,-12873,-4040,-6268,-2999,14,1,1,0,1,0,0,"Sales staff",2,3,3,"THURSDAY",14,0,0,0,0,0,0,"Self-employed",0,0,0,0,-727
358680,0,"Cash loans","M","Y",2,180000,547344,30559.5,472500,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.072508,-15588,-608,-8672,-4624,18,1,1,0,1,1,0,"Laborers",4,1,1,"MONDAY",11,0,0,0,0,0,0,"Transport: type 4",0,0,0,0,-1053
358711,0,"Cash loans","M","Y",0,225000,733315.5,40945.5,679500,"Unaccompanied","Commercial associate","Incomplete higher","Married","House / apartment",0.025164,-15734,-4317,-4815,-4815,10,1,1,0,1,0,0,"Managers",2,2,2,"THURSDAY",7,0,0,0,0,0,0,"Business Entity Type 3",1,0,1,0,0
358866,0,"Cash loans","F","Y",1,337500,704844,26118,630000,"Unaccompanied","Commercial associate","Higher education","Civil marriage","House / apartment",0.025164,-15321,-784,-1267,-4557,4,1,1,1,1,1,1,"Accountants",3,2,2,"WEDNESDAY",11,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-133
358914,0,"Revolving loans","M","Y",1,450000,315000,15750,315000,"Spouse, partner","Working","Higher education","Married","House / apartment",0.018029,-15605,-8166,-5995,-6084,5,1,1,0,1,0,1,"Laborers",3,3,2,"SATURDAY",10,0,0,0,0,0,0,"Business Entity Type 2",1,0,1,0,-363
358931,0,"Cash loans","F","N",0,180000,1379376,40459.5,1080000,"Unaccompanied","Commercial associate","Higher education","Civil marriage","House / apartment",0.025164,-17490,-2068,-6071,-1037,8,1,1,0,1,0,0,"Private service staff",2,2,2,"FRIDAY",13,0,0,0,0,0,0,"Services",2,1,2,1,-1386
358965,0,"Cash loans","F","Y",0,292500,1971072,68643,1800000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.018801,-15300,-1355,-8975,-4033,8,1,1,0,1,0,0,"Sales staff",2,2,2,"TUESDAY",7,0,0,0,0,0,0,"Trade: type 3",2,0,2,0,-901
359051,0,"Cash loans","F","N",0,360000,1125000,47664,1125000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.018634,-14586,-1434,-5037,-5098,3,1,1,0,1,1,0,"Accountants",2,2,2,"MONDAY",17,1,0,1,1,0,1,"Bank",4,0,4,0,-1738
359071,0,"Cash loans","M","N",1,180000,76410,7956,67500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.035792,-11077,-1259,-3972,-1937,0,1,1,0,1,0,0,"Drivers",3,2,2,"THURSDAY",10,0,0,0,0,0,0,"Trade: type 7",0,0,0,0,0
359081,0,"Revolving loans","F","Y",0,119250,202500,10125,202500,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.010556,-8856,-374,-3650,-1516,6,1,1,0,1,0,0,"Sales staff",1,3,3,"SUNDAY",13,0,0,0,0,1,1,"Business Entity Type 3",0,0,0,0,-1344
359094,0,"Cash loans","F","Y",0,112500,1078200,31653,9e+05,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.014464,-16283,-3855,-5313,-5507,5,1,1,0,1,1,0,"Accountants",2,2,2,"TUESDAY",5,0,0,0,0,0,0,"Other",0,0,0,0,-1533
359126,0,"Cash loans","F","Y",0,562500,912249,86746.5,877500,"Other_B","Commercial associate","Secondary / secondary special","Married","House / apartment",0.04622,-14945,-1764,-8856,-4049,3,1,1,0,1,1,0,"Managers",2,1,1,"FRIDAY",17,0,0,0,1,1,1,"Industry: type 4",0,0,0,0,0
359219,0,"Cash loans","M","N",2,112500,691020,22419,495000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.010966,-14846,-1238,-7521,-393,4,1,1,0,1,0,0,"Drivers",4,2,2,"THURSDAY",17,0,0,0,0,0,0,"Business Entity Type 3",1,0,1,0,-3163
359255,0,"Cash loans","M","Y",0,216000,1267735.5,37197,1107000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.04622,-15855,-1557,-7761,-3951,27,1,1,0,1,0,0,"Laborers",2,1,1,"TUESDAY",17,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-3203
359366,0,"Cash loans","M","Y",1,135000,225000,18171,225000,"Unaccompanied","Working","Higher education","Separated","House / apartment",0.028663,-11495,-1524,-5389,-3682,9,1,1,0,1,0,0,"Core staff",2,2,2,"THURSDAY",9,0,0,0,0,0,0,"Government",3,2,3,1,-262
359380,0,"Cash loans","M","N",0,180000,225000,24363,225000,"Unaccompanied","Working","Secondary / secondary special","Married","Municipal apartment",0.04622,-14293,-1664,-8218,-4374,2,1,1,0,1,0,0,"Sales staff",2,1,1,"TUESDAY",12,0,0,0,0,1,1,"Self-employed",0,0,0,0,-774
359396,0,"Cash loans","F","Y",1,112500,426645,19899,324000,"Unaccompanied","Working","Secondary / secondary special","Separated","House / apartment",0.031329,-8887,-884,-6180,-627,16,1,1,1,1,0,0,"Laborers",2,2,2,"MONDAY",13,0,0,0,0,0,0,"Business Entity Type 2",0,0,0,0,-168
359410,0,"Cash loans","F","Y",0,135000,990000,32719.5,990000,"Spouse, partner","Working","Secondary / secondary special","Married","House / apartment",0.025164,-21251,-4264,-9112,-4471,15,1,1,0,1,0,0,"Core staff",2,2,2,"WEDNESDAY",17,0,0,0,0,0,0,"Business Entity Type 2",2,0,2,0,-1734
359425,1,"Cash loans","F","N",1,67500,208854,22288.5,184500,"Spouse, partner","Commercial associate","Secondary / secondary special","Married","House / apartment",0.025164,-10423,-389,-2259,-2817,12,1,1,0,1,0,0,"Sales staff",3,2,2,"MONDAY",17,0,0,0,0,0,0,"Self-employed",0,0,0,0,-1278
359449,0,"Cash loans","F","N",0,67500,225000,12915,225000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.008625,-9846,-3257,-4498,-2522,10,1,1,1,1,0,0,"Laborers",2,2,2,"FRIDAY",16,0,0,0,0,0,0,"Postal",5,0,5,0,-1198
359488,0,"Cash loans","F","N",0,135000,225000,21253.5,225000,"Unaccompanied","Working","Higher education","Single / not married","House / apartment",0.04622,-15866,-1290,-1468,-4440,4,1,1,0,1,1,0,"Accountants",1,1,1,"SATURDAY",16,0,0,0,0,0,0,"Bank",2,0,2,0,-246
359539,0,"Cash loans","F","N",1,270000,497520,39438,450000,"Unaccompanied","Working","Secondary / secondary special","Separated","House / apartment",0.010147,-10503,-1491,-3392,-2811,4,1,1,0,1,1,0,"Accountants",2,2,2,"MONDAY",9,0,0,0,0,0,0,"Trade: type 3",0,0,0,0,-772
359583,0,"Cash loans","M","Y",0,135000,601470,32760,450000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.009657,-10889,-3224,-2758,-3555,20,1,1,0,1,0,0,"Core staff",2,2,2,"MONDAY",14,0,0,0,0,0,0,"Police",0,0,0,0,-579
359584,0,"Cash loans","M","Y",0,292500,454500,17739,454500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.010006,-15642,-916,-1308,-3640,8,1,1,1,1,1,0,"Drivers",2,2,2,"THURSDAY",14,0,0,0,0,0,0,"Industry: type 9",0,0,0,0,-1432
359606,0,"Revolving loans","F","Y",0,135000,337500,16875,337500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.028663,-23252,-10084,-9919,-4067,3,1,1,0,1,0,0,"Managers",2,2,2,"TUESDAY",13,0,0,0,0,0,0,"School",0,0,0,0,-254
359648,0,"Cash loans","M","N",1,135000,481495.5,36000,454500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.005313,-11712,-1771,-2092,-4270,14,1,1,1,1,0,0,"Laborers",3,2,2,"MONDAY",21,0,0,0,0,0,0,"Self-employed",2,0,2,0,-1247
359774,0,"Cash loans","F","Y",0,328500,1258650,53455.5,1125000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.025164,-16343,-1349,-1320,-4663,15,1,1,0,1,0,1,"Core staff",2,2,2,"SATURDAY",11,0,0,0,0,0,0,"School",0,0,0,0,-594
359778,0,"Cash loans","F","Y",2,202500,247275,22810.5,225000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.002506,-10226,-2596,-950,-1919,22,1,1,0,1,0,0,"Laborers",4,2,2,"TUESDAY",3,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-1010
359846,0,"Cash loans","F","Y",0,270000,9e+05,26316,9e+05,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.072508,-15200,-5530,-9323,-1965,0,1,1,1,1,1,0,"Private service staff",2,1,1,"WEDNESDAY",10,1,0,1,1,0,1,"Business Entity Type 3",0,0,0,0,-794
359874,1,"Cash loans","F","N",1,137025,157500,8131.5,157500,"Unaccompanied","Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",0.030755,-13165,-325,-7241,-4191,2,1,1,1,1,0,0,"Sales staff",3,2,2,"THURSDAY",16,1,1,0,1,1,0,"Business Entity Type 3",1,0,1,0,-4
359902,1,"Cash loans","M","Y",0,225000,1078200,31653,9e+05,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.04622,-13896,-132,-7699,-1622,1,1,1,0,1,0,0,"Drivers",2,1,1,"MONDAY",18,0,1,1,0,0,0,"Business Entity Type 1",1,1,1,1,0
359941,0,"Cash loans","F","Y",0,202500,497520,32521.5,450000,"Unaccompanied","Working","Higher education","Civil marriage","Office apartment",0.002506,-12545,-2140,-2973,-3320,12,1,1,1,1,1,0,"Medicine staff",2,2,2,"MONDAY",7,0,0,0,0,0,0,"Medicine",4,1,4,1,-328
359947,0,"Cash loans","F","N",0,270000,1024740,55588.5,9e+05,"Unaccompanied","Working","Higher education","Married","House / apartment",0.072508,-10653,-1518,-2463,-3328,4,1,1,1,1,0,0,"Private service staff",2,1,1,"TUESDAY",15,0,1,1,0,1,1,"Self-employed",2,0,2,0,-979
360043,0,"Cash loans","M","Y",3,180000,251091,26770.5,238500,"Unaccompanied","Working","Secondary / secondary special","Married","Office apartment",0.020713,-17406,-1135,-531,-826,2,1,1,1,1,0,0,"Drivers",5,3,3,"SATURDAY",7,0,0,0,0,0,0,"Industry: type 9",4,2,4,2,-735
360136,0,"Revolving loans","F","Y",1,135000,270000,13500,270000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.005002,-16292,-5193,-4416,-4635,5,1,1,1,1,1,0,"Medicine staff",3,3,3,"THURSDAY",15,0,0,0,0,0,0,"Medicine",2,0,2,0,-1231
360192,0,"Cash loans","F","Y",0,315000,805536,34258.5,720000,"Unaccompanied","Commercial associate","Higher education","Separated","House / apartment",0.032561,-20701,-3221,-9162,-4239,5,1,1,0,1,1,0,"Cleaning staff",1,1,1,"SUNDAY",11,0,0,0,0,0,0,"Security Ministries",0,0,0,0,-2615
360260,0,"Cash loans","F","Y",1,126000,377370,30384,315000,"Unaccompanied","Commercial associate","Secondary / secondary special","Single / not married","House / apartment",0.025164,-12520,-842,-4576,-4189,9,1,1,0,1,0,0,"Sales staff",2,2,2,"MONDAY",11,0,0,0,0,0,0,"Self-employed",3,0,3,0,-1700
360262,0,"Cash loans","M","N",0,180000,1192500,48699,1192500,"Unaccompanied","Working","Secondary / secondary special","Married","With parents",0.011703,-8786,-836,-6962,-1351,14,1,1,0,1,0,0,"Sales staff",2,2,2,"TUESDAY",18,0,0,0,0,0,0,"Trade: type 2",4,0,4,0,-189
360313,0,"Cash loans","F","N",0,270000,566055,18387,472500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.010006,-15813,-1593,-5018,-4345,2,1,1,0,1,0,0,"Medicine staff",2,2,1,"MONDAY",10,0,0,0,0,0,0,"Other",0,0,0,0,-1109
360408,0,"Cash loans","F","N",3,171000,225000,19242,225000,"Unaccompanied","Working","Secondary / secondary special","Married","Municipal apartment",0.020246,-13877,-4040,-2523,-3404,11,1,1,0,1,1,1,"Cleaning staff",5,3,3,"FRIDAY",8,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-582
360410,0,"Cash loans","M","Y",1,292500,1575000,41679,1575000,"Unaccompanied","Working","Secondary / secondary special","Separated","House / apartment",0.010006,-16783,-1586,-6181,-323,11,1,1,0,1,1,0,"Drivers",2,2,1,"SATURDAY",14,0,0,0,0,0,0,"Trade: type 7",0,0,0,0,-2873
360450,0,"Cash loans","F","N",2,157500,9e+05,26446.5,9e+05,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.025164,-11570,-727,-259,-1360,4,1,1,1,1,0,0,"Sales staff",4,2,2,"MONDAY",20,0,0,0,0,0,0,"Other",4,0,4,0,-720
360487,1,"Cash loans","M","N",0,180000,1339884,36846,1170000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.025164,-19402,-5485,-7039,-2944,1,1,1,1,1,0,0,"Laborers",2,2,2,"MONDAY",13,0,0,0,0,0,0,"Business Entity Type 2",0,0,0,0,-472
360510,0,"Cash loans","M","Y",0,90000,814500,23944.5,814500,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.015221,-19654,-5450,-15719,-3194,9,1,1,0,1,0,0,"Laborers",2,2,2,"WEDNESDAY",17,0,0,0,0,1,1,"Self-employed",0,0,0,0,-1581
360523,0,"Cash loans","F","Y",2,135000,622575,22491,463500,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.04622,-13785,-5360,-1825,-5071,11,1,1,0,1,1,1,"Laborers",4,1,1,"SUNDAY",13,0,0,0,0,0,0,"Industry: type 3",1,0,1,0,0
360583,0,"Cash loans","M","N",0,270000,540000,29313,540000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.015221,-12099,-509,-1815,-4601,9,1,1,1,1,1,0,"Sales staff",2,2,2,"FRIDAY",15,0,0,0,0,0,0,"Insurance",2,0,2,0,-428
360630,0,"Cash loans","M","Y",0,112500,270045,26437.5,256500,"Unaccompanied","Working","Higher education","Single / not married","With parents",0.006305,-9126,-1188,-7679,-1807,13,1,1,0,1,0,0,"Sales staff",1,3,3,"TUESDAY",9,0,0,0,0,0,0,"Business Entity Type 3",5,1,5,1,-1157
360712,0,"Cash loans","F","Y",0,405000,225000,20952,225000,"Unaccompanied","State servant","Higher education","Separated","House / apartment",0.072508,-11420,-3247,-5331,-3043,3,1,1,0,1,1,0,"Core staff",1,1,1,"SATURDAY",16,0,0,0,0,0,0,"Transport: type 2",0,0,0,0,-151
360732,0,"Cash loans","M","Y",2,765000,1056681,44901,972000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.04622,-13477,-646,-724,-1789,3,1,1,0,1,0,1,"Managers",4,1,1,"SUNDAY",11,0,0,0,0,0,0,"Self-employed",0,0,0,0,-262
360754,0,"Cash loans","M","N",0,427500,983160,54895.5,9e+05,"Unaccompanied","Working","Higher education","Married","House / apartment",0.007274,-16691,-1565,-3,-202,4,1,1,1,1,0,0,"Managers",2,2,2,"SATURDAY",18,0,1,1,0,1,1,"Business Entity Type 1",0,0,0,0,-936
360776,0,"Cash loans","F","Y",1,135000,225000,24232.5,225000,"Unaccompanied","Working","Higher education","Single / not married","House / apartment",0.006207,-12524,-4828,-2389,-4322,18,1,1,1,1,0,0,"High skill tech staff",2,2,2,"FRIDAY",16,0,0,0,0,0,0,"Electricity",0,0,0,0,-1378
360870,0,"Cash loans","M","N",1,180000,701721,33889.5,567000,"Spouse, partner","State servant","Secondary / secondary special","Civil marriage","House / apartment",0.001276,-12605,-1544,-3696,-3696,16,1,1,0,1,0,0,"Laborers",3,2,2,"FRIDAY",5,0,0,0,0,0,0,"Emergency",0,0,0,0,0
360874,0,"Cash loans","M","Y",0,180000,566055,18256.5,472500,"Spouse, partner","Commercial associate","Higher education","Married","House / apartment",0.072508,-20881,-3767,-7663,-4423,8,1,1,0,1,0,0,"High skill tech staff",2,1,1,"WEDNESDAY",14,0,0,0,0,0,0,"Business Entity Type 3",1,0,1,0,0
360875,0,"Cash loans","M","N",0,112500,9e+05,45954,9e+05,"Unaccompanied","State servant","Secondary / secondary special","Married","House / apartment",0.010643,-21059,-4674,-7152,-4589,7,1,1,1,1,0,0,"Laborers",2,2,2,"FRIDAY",16,0,0,0,0,0,0,"Business Entity Type 3",4,0,4,0,-1715
360951,0,"Cash loans","M","N",0,130500,457834.5,22396.5,378000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.010147,-12718,-4755,-11119,-143,10,1,1,0,1,1,0,"Laborers",1,2,2,"MONDAY",18,0,0,0,0,0,0,"Industry: type 7",0,0,0,0,-2713
360971,0,"Cash loans","F","Y",0,180000,701730,66757.5,675000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.031329,-20397,-2787,-7504,-3612,13,1,1,0,1,1,0,"HR staff",2,2,2,"FRIDAY",9,0,0,0,0,0,0,"Business Entity Type 3",1,0,1,0,-1528
360972,0,"Cash loans","M","Y",1,225000,918468,30483,697500,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.035792,-11969,-2145,-5570,-4474,0,1,1,0,1,0,0,"Core staff",3,2,2,"WEDNESDAY",13,0,0,0,0,1,1,"Self-employed",4,0,4,0,-540
361014,0,"Cash loans","F","N",0,270000,1125000,36292.5,1125000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.020713,-12932,-3466,-2522,-4376,5,1,1,0,1,1,0,"Managers",2,3,2,"TUESDAY",15,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-525
361037,0,"Cash loans","F","N",1,270000,553581,40414.5,472500,"Unaccompanied","Working","Higher education","Married","House / apartment",0.072508,-10924,-644,-1833,-1885,7,1,1,0,1,1,1,"Core staff",3,1,1,"MONDAY",19,0,0,0,0,0,0,"Trade: type 7",0,0,0,0,-1661
361065,0,"Cash loans","M","N",0,112500,269550,19575,225000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.010643,-16164,-962,-4482,-4914,4,1,1,0,1,0,0,"Laborers",2,2,2,"FRIDAY",13,0,0,0,0,1,1,"Self-employed",2,0,2,0,-326
361202,0,"Cash loans","M","N",0,315000,450000,30073.5,450000,"Unaccompanied","Working","Incomplete higher","Married","House / apartment",0.032561,-14509,-1112,-789,-2267,0,1,1,1,1,0,0,"Drivers",2,1,1,"WEDNESDAY",12,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-305
361212,0,"Revolving loans","F","N",1,202500,585000,29250,585000,"Unaccompanied","State servant","Secondary / secondary special","Married","House / apartment",0.010006,-14616,-3164,-1433,-1889,7,1,1,0,1,1,0,"High skill tech staff",3,2,1,"MONDAY",11,0,0,0,0,0,0,"Business Entity Type 2",1,0,1,0,-1457
361278,0,"Cash loans","M","N",3,270000,450000,26928,450000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.04622,-11023,-2445,-700,-743,4,1,1,0,1,1,1,"Laborers",5,1,1,"SUNDAY",11,0,1,1,0,0,0,"Business Entity Type 3",0,0,0,0,-199
361306,0,"Cash loans","F","Y",0,135000,545040,25537.5,450000,"Family","Working","Secondary / secondary special","Married","House / apartment",0.019689,-15399,-963,-506,-4354,8,1,1,0,1,0,0,"Cooking staff",2,2,2,"THURSDAY",9,0,0,0,0,0,0,"Self-employed",0,0,0,0,-2429
361357,0,"Revolving loans","M","Y",0,450000,9e+05,45000,9e+05,"Spouse, partner","Commercial associate","Higher education","Single / not married","House / apartment",0.01885,-11962,-2652,-1154,-2813,2,1,1,0,1,0,0,"Core staff",1,2,2,"MONDAY",16,0,0,0,0,0,0,"Legal Services",0,0,0,0,-2597
